name	chrom	start	end	score	strand	NMid	gene_name	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study	mm9_name	mm39ID
mmu_circ_0007749	chr19	37558830	37562205	0	+	ENSMUST00000066439	Exoc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:37558830-37562205
mmu_circ_0007750	chr19	37558830	37565588	0	+	ENSMUST00000066439	Exoc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:37558830-37565588
mmu_circ_0007751	chr19	37558830	37567023	0	+	ENSMUST00000066439	Exoc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:37558830-37567023
mmu_circ_0007752	chr19	37558830	37570709	0	+	ENSMUST00000066439	Exoc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:37558830-37570709
mmu_circ_0007753	chr19	37558830	37597553	0	+	ENSMUST00000066439	Exoc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:37558830-37597553
mmu_circ_0007754	chr19	37558830	37628211	0	+	ENSMUST00000066439	Exoc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:37558830-37628211
mmu_circ_0007755	chr19	37558942	37560396	0	+	ENSMUST00000066439	Exoc6	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:37558942-37560396
mmu_circ_0007756	chr19	3836388	3846708	0	+	ENSMUST00000113973	Suv420h1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:3836388-3846708
mmu_circ_0007757	chr19	3836388	3852897	0	+	ENSMUST00000113973	Suv420h1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:3836388-3852897
mmu_circ_0007758	chr19	3836388	3854561	0	+	ENSMUST00000113973	Suv420h1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:3836388-3854561
mmu_circ_0007759	chr19	3843067	3857421	0	+	ENSMUST00000113973	Suv420h1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:3843067-3857421
mmu_circ_0007760	chr19	3864214	3864943	0	-	ENSMUST00000118575	Gm16066	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:3864214-3864943
mmu_circ_0007761	chr19	38512358	38513896	0	+	ENSMUST00000169713	Plce1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:38512358-38513896
mmu_circ_0007762	chr19	38854059	38871218	0	+	ENSMUST00000037302	Tbc1d12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:38854059-38871218
mmu_circ_0007763	chr19	38854059	38887430	0	+	ENSMUST00000037302	Tbc1d12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:38854059-38887430
mmu_circ_0007764	chr19	38854059	38889859	0	+	ENSMUST00000037302	Tbc1d12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:38854059-38889859
mmu_circ_0007765	chr19	38884430	38889859	0	+	ENSMUST00000037302	Tbc1d12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:38884430-38889859
mmu_circ_0007766	chr19	38884430	38896296	0	+	ENSMUST00000037302	Tbc1d12	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:38884430-38896296
mmu_circ_0007767	chr19	38940278	38948272	0	+	ENSMUST00000025965	Hells	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:38940278-38948272
mmu_circ_0007768	chr19	38940278	38953137	0	+	ENSMUST00000025965	Hells	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:38940278-38953137
mmu_circ_0007769	chr19	40300112	40306512	0	-	ENSMUST00000025973	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40300112-40306512
mmu_circ_0007770	chr19	40300112	40313276	0	-	ENSMUST00000025973	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40300112-40313276
mmu_circ_0007771	chr19	40300112	40328590	0	-	ENSMUST00000025973	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40300112-40328590
mmu_circ_0007772	chr19	40310236	40362061	0	-	ENSMUST00000025973	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40310236-40362061
mmu_circ_0007773	chr19	40325429	40353610	0	-	ENSMUST00000172294	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40325429-40353610
mmu_circ_0007774	chr19	40338342	40353610	0	-	ENSMUST00000172294	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40338342-40353610
mmu_circ_0007775	chr19	40338342	40362061	0	-	ENSMUST00000172294	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40338342-40362061
mmu_circ_0007776	chr19	40351645	40353610	0	-	ENSMUST00000025973	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40351645-40353610
mmu_circ_0007777	chr19	40351645	40439842	0	-	ENSMUST00000172294	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40351645-40439842
mmu_circ_0007778	chr19	40439757	40490029	0	-	ENSMUST00000025973	Sorbs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40439757-40490029
mmu_circ_0007779	chr19	40885527	40899553	0	+	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:40885527-40899553
mmu_circ_0007780	chr19	41201373	41201615	0	+	ENSMUST00000164316	Tm9sf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41201373-41201615
mmu_circ_0007781	chr19	41201654	41201837	0	-	ENSMUST00000164316	Tm9sf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41201654-41201837
mmu_circ_0007782	chr19	41220781	41236467	0	-	ENSMUST00000164316	Tm9sf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41220781-41236467
mmu_circ_0007783	chr19	41220781	41244779	0	-	ENSMUST00000164316	Tm9sf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41220781-41244779
mmu_circ_0007784	chr19	41227116	41244779	0	-	ENSMUST00000164316	Tm9sf3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41227116-41244779
mmu_circ_0007785	chr19	4208801	4209326	0	-	ENSMUST00000127605	Rps6kb2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4208801-4209326
mmu_circ_0007786	chr19	41516459	41534446	0	+	ENSMUST00000067795	Lcor	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41516459-41534446
mmu_circ_0007787	chr19	41516459	41544140	0	+	ENSMUST00000067795	Lcor	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41516459-41544140
mmu_circ_0007788	chr19	41534313	41541175	0	+	ENSMUST00000067795	Lcor	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41534313-41541175
mmu_circ_0007789	chr19	41562226	41562367	0	-	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41562226-41562367
mmu_circ_0007790	chr19	41570216	41575155	0	+	ENSMUST00000172371	Gm340	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41570216-41575155
mmu_circ_0007791	chr19	41580825	41580938	0	-	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41580825-41580938
mmu_circ_0007792	chr19	41625907	41626051	0	-	ENSMUST00000169141	Slit1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41625907-41626051
mmu_circ_0007793	chr19	4233516	4234821	0	+	ENSMUST00000045864	Tbc1d10c	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4233516-4234821
mmu_circ_0007794	chr19	41926461	41927275	0	+	ENSMUST00000026154	Zdhhc16	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:41926461-41927275
mmu_circ_0007795	chr19	42089075	42093922	0	+	ENSMUST00000066778	Pi4k2a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:42089075-42093922
mmu_circ_0007796	chr19	42093296	42093922	0	+	ENSMUST00000066778	Pi4k2a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:42093296-42093922
mmu_circ_0007797	chr19	42170474	42170599	0	-	ENSMUST00000169536	Zfyve27	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:42170474-42170599
mmu_circ_0007798	chr19	42307051	42322511	0	-	ENSMUST00000048630	Crtac1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:42307051-42322511
mmu_circ_0007799	chr19	42550990	42564640	0	+	ENSMUST00000026188	D19Ertd386e	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:42550990-42564640
mmu_circ_0007800	chr19	42550990	42571982	0	+	ENSMUST00000026188	D19Ertd386e	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:42550990-42571982
mmu_circ_0007801	chr19	4336417	4340832	0	+	ENSMUST00000113837	Adrbk1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4336417-4340832
mmu_circ_0007802	chr19	4340428	4340545	0	+	ENSMUST00000113837	Adrbk1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4340428-4340545
mmu_circ_0007803	chr19	4370179	4371084	0	-	ENSMUST00000075856	Kdm2a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4370179-4371084
mmu_circ_0007804	chr19	4392874	4444920	0	-	ENSMUST00000075856	Kdm2a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4392874-4444920
mmu_circ_0007805	chr19	4401764	4444920	0	-	ENSMUST00000075856	Kdm2a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4401764-4444920
mmu_circ_0007806	chr19	43488597	43488811	0	+	ENSMUST00000026196	Got1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:43488597-43488811
mmu_circ_0007807	chr19	4411565	4444920	0	-	ENSMUST00000075856	Kdm2a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4411565-4444920
mmu_circ_0007808	chr19	43840662	43858045	0	-	ENSMUST00000112037	Dnmbp	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:43840662-43858045
mmu_circ_0007809	chr19	43855027	43863459	0	-	ENSMUST00000026209	Dnmbp	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:43855027-43863459
mmu_circ_0007810	chr19	43889508	43891497	0	-	ENSMUST00000026209	Dnmbp	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:43889508-43891497
mmu_circ_0007811	chr19	44024956	44057834	0	-	ENSMUST00000071698	Erlin1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44024956-44057834
mmu_circ_0007812	chr19	44072855	44077216	0	-	ENSMUST00000026217	Chuk	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44072855-44077216
mmu_circ_0007813	chr19	44084662	44092191	0	-	ENSMUST00000026217	Chuk	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44084662-44092191
mmu_circ_0007814	chr19	44224209	44286609	0	+	ENSMUST00000026220	Scd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44224209-44286609
mmu_circ_0007815	chr19	44230098	44289883	0	+	ENSMUST00000026220	Scd3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44230098-44289883
mmu_circ_0007816	chr19	44245972	44286609	0	+	ENSMUST00000026221	Scd2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44245972-44286609
mmu_circ_0007817	chr19	44249682	44289883	0	+	ENSMUST00000026221	Scd2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44249682-44289883
mmu_circ_0007818	chr19	44289650	44327554	0	+	ENSMUST00000026221	Scd2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44289650-44327554
mmu_circ_0007819	chr19	44291640	44291746	0	+	ENSMUST00000026221	Scd2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44291640-44291746
mmu_circ_0007820	chr19	44294243	44294410	0	-	ENSMUST00000026221	Scd2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44294243-44294410
mmu_circ_0007821	chr19	44385067	44385887	0	+	ENSMUST00000041331	Scd1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44385067-44385887
mmu_circ_0007822	chr19	44923371	44936491	0	+	ENSMUST00000164268	Fam178a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44923371-44936491
mmu_circ_0007823	chr19	44926803	44947519	0	+	ENSMUST00000096053	Fam178a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44926803-44947519
mmu_circ_0007824	chr19	44929897	44949314	0	+	ENSMUST00000096053	Fam178a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44929897-44949314
mmu_circ_0007825	chr19	44931887	44936491	0	+	ENSMUST00000164268	Fam178a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44931887-44936491
mmu_circ_0007826	chr19	44940507	44947519	0	+	ENSMUST00000164268	Fam178a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44940507-44947519
mmu_circ_0007827	chr19	44940507	44949314	0	+	ENSMUST00000164268	Fam178a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44940507-44949314
mmu_circ_0007828	chr19	44940507	44957573	0	+	ENSMUST00000164268	Fam178a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44940507-44957573
mmu_circ_0007829	chr19	44947443	44949314	0	+	ENSMUST00000164268	Fam178a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44947443-44949314
mmu_circ_0007830	chr19	44996410	44996528	0	-	ENSMUST00000026227	Peo1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:44996410-44996528
mmu_circ_0007831	chr19	45223492	45223661	0	+	ENSMUST00000099401	Lbx1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45223492-45223661
mmu_circ_0007832	chr19	45496122	45507959	0	+	ENSMUST00000065601	Btrc	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45496122-45507959
mmu_circ_0007833	chr19	45580167	45628960	0	-	ENSMUST00000046869	Fbxw4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45580167-45628960
mmu_circ_0007834	chr19	45609934	45628960	0	-	ENSMUST00000046869	Fbxw4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45609934-45628960
mmu_circ_0007835	chr19	45619303	45624887	0	-	ENSMUST00000046869	Fbxw4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45619303-45624887
mmu_circ_0007836	chr19	45624173	45624887	0	-	ENSMUST00000046869	Fbxw4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45624173-45624887
mmu_circ_0007837	chr19	45740123	45740244	0	+	ENSMUST00000133963	Gm15491	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45740123-45740244
mmu_circ_0007838	chr19	45743045	45758648	0	-	ENSMUST00000026243	Mgea5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45743045-45758648
mmu_circ_0007839	chr19	45746343	45756446	0	-	ENSMUST00000026243	Mgea5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45746343-45756446
mmu_circ_0007840	chr19	45749542	45756446	0	-	ENSMUST00000026243	Mgea5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45749542-45756446
mmu_circ_0007841	chr19	45758489	45760405	0	-	ENSMUST00000026243	Mgea5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45758489-45760405
mmu_circ_0007842	chr19	45758489	45765456	0	-	ENSMUST00000026243	Mgea5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45758489-45765456
mmu_circ_0007843	chr19	45762100	45764658	0	-	ENSMUST00000026243	Mgea5	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45762100-45764658
mmu_circ_0007844	chr19	45834546	45880587	0	-	ENSMUST00000045396	9130011E15Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45834546-45880587
mmu_circ_0007845	chr19	45874390	45910144	0	-	ENSMUST00000045396	9130011E15Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45874390-45910144
mmu_circ_0007846	chr19	45910055	45934542	0	-	ENSMUST00000045396	9130011E15Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45910055-45934542
mmu_circ_0007847	chr19	45920789	45928942	0	-	ENSMUST00000045396	9130011E15Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45920789-45928942
mmu_circ_0007848	chr19	45941063	45967151	0	-	ENSMUST00000045396	9130011E15Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:45941063-45967151
mmu_circ_0007849	chr19	46022827	46024438	0	-	ENSMUST00000056931	Ldb1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46022827-46024438
mmu_circ_0007850	chr19	46124837	46125508	0	-	ENSMUST00000026259	Pitx3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46124837-46125508
mmu_circ_0007851	chr19	46250059	46260269	0	+	ENSMUST00000026254	Gbf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46250059-46260269
mmu_circ_0007852	chr19	46274197	46274312	0	-	ENSMUST00000026254	Gbf1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46274197-46274312
mmu_circ_0007853	chr19	46438267	46443285	0	+	ENSMUST00000111866	Sufu	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46438267-46443285
mmu_circ_0007854	chr19	46462010	46464085	0	+	ENSMUST00000039922	Sufu	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46462010-46464085
mmu_circ_0007855	chr19	46501161	46501780	0	+	ENSMUST00000026008	Trim8	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46501161-46501780
mmu_circ_0007856	chr19	46547447	46547649	0	+	ENSMUST00000026009	Arl3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46547447-46547649
mmu_circ_0007857	chr19	46576660	46580935	0	-	ENSMUST00000026011	Sfxn2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46576660-46580935
mmu_circ_0007858	chr19	46802071	46802305	0	+	ENSMUST00000077666	Cnnm2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46802071-46802305
mmu_circ_0007859	chr19	46892316	46893531	0	-	ENSMUST00000168536	Nt5c2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:46892316-46893531
mmu_circ_0007860	chr19	4774107	4774831	0	+	ENSMUST00000008991	Spnb3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4774107-4774831
mmu_circ_0007861	chr19	4779089	4779517	0	+	ENSMUST00000008991	Spnb3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4779089-4779517
mmu_circ_0007862	chr19	47228240	47229110	0	+	ENSMUST00000111808	Neurl1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:47228240-47229110
mmu_circ_0007863	chr19	4791902	4792588	0	-	ENSMUST00000008991	Spnb3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4791902-4792588
mmu_circ_0007864	chr19	4792426	4792549	0	-	ENSMUST00000008991	Spnb3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4792426-4792549
mmu_circ_0007865	chr19	4800140	4800269	0	+	ENSMUST00000008991	Spnb3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4800140-4800269
mmu_circ_0007866	chr19	4801992	4802279	0	-	ENSMUST00000008991	Spnb3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4801992-4802279
mmu_circ_0007867	chr19	4811726	4811869	0	+	ENSMUST00000036744	Rbm4b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4811726-4811869
mmu_circ_0007868	chr19	4834751	4854043	0	-	ENSMUST00000006625	Rbm14	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4834751-4854043
mmu_circ_0007869	chr19	4837409	4837601	0	+	ENSMUST00000006628	Rbm14	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4837409-4837601
mmu_circ_0007870	chr19	48387134	48403789	0	+	ENSMUST00000078880	Sorcs3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:48387134-48403789
mmu_circ_0007871	chr19	48672005	48694450	0	+	ENSMUST00000078880	Sorcs3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:48672005-48694450
mmu_circ_0007872	chr19	48682259	48711436	0	+	ENSMUST00000078880	Sorcs3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:48682259-48711436
mmu_circ_0007873	chr19	48692656	48702012	0	+	ENSMUST00000078880	Sorcs3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:48692656-48702012
mmu_circ_0007874	chr19	48692656	48711436	0	+	ENSMUST00000078880	Sorcs3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:48692656-48711436
mmu_circ_0007875	chr19	48692660	48702012	0	+	ENSMUST00000078880	Sorcs3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:48692660-48702012
mmu_circ_0007876	chr19	48692660	48711436	0	+	ENSMUST00000078880	Sorcs3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:48692660-48711436
mmu_circ_0007877	chr19	4933666	4934327	0	-	ENSMUST00000006632	Zdhhc24	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4933666-4934327
mmu_circ_0007878	chr19	48792926	48793376	0	+	ENSMUST00000078880	Sorcs3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:48792926-48793376
mmu_circ_0007879	chr19	4986145	4988114	0	-	ENSMUST00000025834	Peli3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:4986145-4988114
mmu_circ_0007880	chr19	49736385	49767716	0	-	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:49736385-49767716
mmu_circ_0007881	chr19	50141491	50171224	0	-	ENSMUST00000164039	Sorcs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:50141491-50171224
mmu_circ_0007882	chr19	50210560	50250805	0	-	ENSMUST00000164039	Sorcs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:50210560-50250805
mmu_circ_0007883	chr19	50230385	50250805	0	-	ENSMUST00000164039	Sorcs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:50230385-50250805
mmu_circ_0007884	chr19	50230385	50322055	0	-	ENSMUST00000164039	Sorcs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:50230385-50322055
mmu_circ_0007885	chr19	50240971	50250805	0	-	ENSMUST00000164039	Sorcs1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:50240971-50250805
mmu_circ_0007886	chr19	5095920	5097512	0	+	ENSMUST00000116567	Brms1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5095920-5097512
mmu_circ_0007887	chr19	5149653	5149935	0	+	ENSMUST00000025804	Rab1b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5149653-5149935
mmu_circ_0007888	chr19	5163808	5164199	0	-	ENSMUST00000116563	Klc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5163808-5164199
mmu_circ_0007889	chr19	5334602	5334713	0	-	ENSMUST00000025774	Sf3b2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5334602-5334713
mmu_circ_0007890	chr19	53607201	53609137	0	+	ENSMUST00000164002	Smc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:53607201-53609137
mmu_circ_0007891	chr19	53609019	53610337	0	+	ENSMUST00000025930	Smc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:53609019-53610337
mmu_circ_0007892	chr19	53609019	53612019	0	+	ENSMUST00000025930	Smc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:53609019-53612019
mmu_circ_0007893	chr19	53609019	53613593	0	+	ENSMUST00000025930	Smc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:53609019-53613593
mmu_circ_0007894	chr19	53627236	53627690	0	+	ENSMUST00000025930	Smc3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:53627236-53627690
mmu_circ_0007895	chr19	5435890	5436128	0	+	ENSMUST00000044207	Sart1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5435890-5436128
mmu_circ_0007896	chr19	53895879	53899453	0	+	ENSMUST00000074371	Pdcd4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:53895879-53899453
mmu_circ_0007897	chr19	53895879	53901356	0	+	ENSMUST00000074371	Pdcd4	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:53895879-53901356
mmu_circ_0007898	chr19	53975884	54006110	0	+	ENSMUST00000025932	Shoc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:53975884-54006110
mmu_circ_0007899	chr19	5507281	5507439	0	-	ENSMUST00000053754	Ccdc85b	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5507281-5507439
mmu_circ_0007900	chr19	5515832	5516339	0	-	ENSMUST00000025844	Ctsw	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5515832-5516339
mmu_circ_0007901	chr19	5535900	5536013	0	+	ENSMUST00000147961	Mus81	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5535900-5536013
mmu_circ_0007902	chr19	5545862	5546010	0	-	ENSMUST00000070172	Snx32	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5545862-5546010
mmu_circ_0007903	chr19	5547976	5548395	0	-	ENSMUST00000070172	Snx32	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5547976-5548395
mmu_circ_0007904	chr19	55369373	55380300	0	+	ENSMUST00000070075	Vti1a	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:55369373-55380300
mmu_circ_0007905	chr19	55733577	55733958	0	+	ENSMUST00000086848	Tcf7l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:55733577-55733958
mmu_circ_0007906	chr19	55896854	55901077	0	+	ENSMUST00000086848	Tcf7l2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:55896854-55901077
mmu_circ_0007907	chr19	5691491	5695615	0	+	ENSMUST00000025867	Rela	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5691491-5695615
mmu_circ_0007908	chr19	56563248	56564716	0	+	ENSMUST00000071423	Nhlrc2	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:56563248-56564716
mmu_circ_0007909	chr19	5721550	5723616	0	-	ENSMUST00000113615	Pcnxl3	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:5721550-5723616
mmu_circ_0007910	chr19	56790316	56790421	0	-	ENSMUST00000118592	A630007B06Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:56790316-56790421
mmu_circ_0007911	chr19	57019676	57020012	0	+	None	None	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:57019676-57020012
mmu_circ_0007912	chr19	57030083	57030346	0	-	ENSMUST00000079360	Ablim1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:57030083-57030346
mmu_circ_0007913	chr19	57037893	57039666	0	-	ENSMUST00000079360	Ablim1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:57037893-57039666
mmu_circ_0007914	chr19	57049684	57072035	0	-	ENSMUST00000079360	Ablim1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:57049684-57072035
mmu_circ_0007915	chr19	57121293	57123140	0	-	ENSMUST00000079360	Ablim1	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19:57121293-57123140
